id,question,sparql_gold,assigned_error_type,prompt,sparql_wrong,error_types,raw_json,valid_generation,issue
q71,Give me all Australian nonprofit organizations.,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> { ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> } UNION { ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> } },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q71"",
  ""question"": ""Give me all Australian nonprofit organizations."",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> }} }}""
}

Output format:
{
  ""id"": ""q71"",
  ""question"": ""Give me all Australian nonprofit organizations."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> }} }}"",
  ""error_types"": [""syntax""]
}
",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> }} }},['syntax'],"{
  ""id"": ""q71"",
  ""question"": ""Give me all Australian nonprofit organizations."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> }} }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/ontology/type> <http://dbpedia.org/resource/Nonprofit_organization> {{ ?uri <http://dbpedia.org/ontology/locationCountry> <http://dbpedia.org/resource/Australia> }} UNION {{ ?uri <http://dbpedia.org/ontology/location> ?x . ?x <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Australia> }} }}"",
  ""error_types"": [""syntax""]
}",yes,none
q72,Which pope succeeded John Paul II?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q72"",
  ""question"": ""Which pope succeeded John Paul II?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri }}""
}

Output format:
{
  ""id"": ""q72"",
  ""question"": ""Which pope succeeded John Paul II?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri }}"",
  ""error_types"": [""syntax""]
}
",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri ,['syntax'],"{
  ""id"": ""q72"",
  ""question"": ""Which pope succeeded John Paul II?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri "",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Pope_John_Paul_II> <http://dbpedia.org/property/successor> ?uri }}"",
  ""error_types"": [""syntax""]
}",yes,none
q73,Give me all ESA astronauts.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Astronaut> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q73"",
  ""question"": ""Give me all ESA astronauts."",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Astronaut> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> }}""
}

Output format:
{
  ""id"": ""q73"",
  ""question"": ""Give me all ESA astronauts."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Astronaut> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> }}"",
  ""error_types"": [""semantic""]
}
",SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Scientist> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> },['semantic'],"{
  ""id"": ""q73"",
  ""question"": ""Give me all ESA astronauts."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Scientist> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Astronaut> ; <http://dbpedia.org/property/type> <http://dbpedia.org/resource/European_Space_Agency> }}"",
  ""error_types"": [""semantic""]
}",yes,none
q74,Who was president of Pakistan in 1978?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/years> 1978 },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q74"",
  ""question"": ""Who was president of Pakistan in 1978?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/years> 1978 }}""
}

Output format:
{
  ""id"": ""q74"",
  ""question"": ""Who was president of Pakistan in 1978?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/years> 1978 }}"",
  ""error_types"": [""semantic""]
}
",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/birthYear> 1978 },['semantic'],"{
  ""id"": ""q74"",
  ""question"": ""Who was president of Pakistan in 1978?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/birthYear> 1978 }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/title> <http://dbpedia.org/resource/President_of_Pakistan> ; <http://dbpedia.org/property/years> 1978 }}"",
  ""error_types"": [""semantic""]
}",yes,none
q75,Who is the owner of Rolls-Royce?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q75"",
  ""question"": ""Who is the owner of Rolls-Royce?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri }}""
}

Output format:
{
  ""id"": ""q75"",
  ""question"": ""Who is the owner of Rolls-Royce?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri }}"",
  ""error_types"": [""syntax""]
}
",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri ,['syntax'],"{
  ""id"": ""q75"",
  ""question"": ""Who is the owner of Rolls-Royce?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri "",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Rolls-Royce_Motors> <http://dbpedia.org/ontology/owner> ?uri }}"",
  ""error_types"": [""syntax""]
}",yes,none
q76,How many museums does Paris have?,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q76"",
  ""question"": ""How many museums does Paris have?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }}""
}

Output format:
{
  ""id"": ""q76"",
  ""question"": ""How many museums does Paris have?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }}"",
  ""error_types"": [""syntax""]
}
",SELECT DISTINCT ?uri {{ ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }},['syntax'],"{
  ""id"": ""q76"",
  ""question"": ""How many museums does Paris have?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri {{ ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Museum> ; <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Paris> }}"",
  ""error_types"": [""syntax""]
}",yes,none
q77,Where was JFK assassinated?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q77"",
  ""question"": ""Where was JFK assassinated?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }}""
}

Output format:
{
  ""id"": ""q77"",
  ""question"": ""Where was JFK assassinated?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }}"",
  ""error_types"": [""semantic""]
}
",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/birthPlace> ?uri },['semantic'],"{
  ""id"": ""q77"",
  ""question"": ""Where was JFK assassinated?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/birthPlace> ?uri }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/John_F._Kennedy> <http://dbpedia.org/ontology/deathPlace> ?uri }}"",
  ""error_types"": [""semantic""]
}",yes,none
q78,Give me all federal chancellors of Germany.,"SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } }",semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q78"",
  ""question"": ""Give me all federal chancellors of Germany."",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> {{ ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" }} UNION {{ ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> }} }}""
}

Output format:
{
  ""id"": ""q78"",
  ""question"": ""Give me all federal chancellors of Germany."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> {{ ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" }} UNION {{ ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> }} }}"",
  ""error_types"": [""semantic""]
}
","SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Place> { ?uri <http://dbpedia.org/ontology/office> ""Chancellor of Germany"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } } }",['semantic'],"{
  ""id"": ""q78"",
  ""question"": ""Give me all federal chancellors of Germany."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { { ?uri a <http://dbpedia.org/ontology/Place> { ?uri <http://dbpedia.org/ontology/office> \""Chancellor of Germany\"" } UNION { ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> } } }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> {{ ?uri <http://dbpedia.org/ontology/office> \""Chancellor of Germany\"" }} UNION {{ ?uri <http://dbpedia.org/property/office> <http://dbpedia.org/resource/Chancellor_of_Germany> }} }}"",
  ""error_types"": [""semantic""]
}",yes,none
q79,Show me everyone who was born on Halloween.,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Person> { ?uri <http://dbpedia.org/ontology/birthDate> ?date } UNION { ?uri <http://dbpedia.org/property/birthDate> ?date } <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q79"",
  ""question"": ""Show me everyone who was born on Halloween."",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> {{ ?uri <http://dbpedia.org/ontology/birthDate> ?date }} UNION {{ ?uri <http://dbpedia.org/property/birthDate> ?date }} <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }}""
}

Output format:
{
  ""id"": ""q79"",
  ""question"": ""Show me everyone who was born on Halloween."",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> {{ ?uri <http://dbpedia.org/ontology/birthDate> ?date }} UNION {{ ?uri <http://dbpedia.org/property/birthDate> ?date }} <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }}"",
  ""error_types"": [""semantic""]
}
",SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Place> {{ ?uri <http://dbpedia.org/ontology/birthDate> ?date }} UNION {{ ?uri <http://dbpedia.org/property/birthDate> ?date }} <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }},['semantic'],"{
  ""id"": ""q79"",
  ""question"": ""Show me everyone who was born on Halloween."",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Place> {{ ?uri <http://dbpedia.org/ontology/birthDate> ?date }} UNION {{ ?uri <http://dbpedia.org/property/birthDate> ?date }} <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }}"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri a <http://dbpedia.org/ontology/Person> {{ ?uri <http://dbpedia.org/ontology/birthDate> ?date }} UNION {{ ?uri <http://dbpedia.org/property/birthDate> ?date }} <http://dbpedia.org/resource/Halloween> <http://dbpedia.org/property/date> ?date }}"",
  ""error_types"": [""semantic""]
}",yes,none
q80,Which beer originated in Ireland?,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> },semantic,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Semantic errors are errors that violate the meaning or ontology constraints of the knowledge graph.

Examples of semantic errors include:
- incorrect URI
- incorrect property
- incorrect class
- hallucinated entity or property
- wrong literal or resource type
- malformed FILTER condition
- logically inconsistent triple patterns
- ontology constraint violations

Rules:
- Introduce EXACTLY ONE semantic error
- Keep the query syntactically valid
- Keep the query structure as close as possible to the original
- Do NOT introduce syntax errors
- Do NOT introduce structural errors
- The generated query should remain realistic and plausible
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q80"",
  ""question"": ""Which beer originated in Ireland?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }}""
}

Output format:
{
  ""id"": ""q80"",
  ""question"": ""Which beer originated in Ireland?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }}"",
  ""error_types"": [""semantic""]
}
",SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Ireland> },['semantic'],"{
  ""id"": ""q80"",
  ""question"": ""Which beer originated in Ireland?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Ireland> }"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ ?uri <http://dbpedia.org/property/type> <http://dbpedia.org/resource/Beer> ; <http://dbpedia.org/ontology/origin> <http://dbpedia.org/resource/Beer_in_Ireland> }}"",
  ""error_types"": [""semantic""]
}",yes,none
q81,To which countries does the Himalayan mountain system extend?,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri },syntax,"
You are an expert in SPARQL and DBpedia.

Your task is to generate ONE intentionally incorrect SPARQL query from a correct golden SPARQL query.

Syntactic errors are violations of SPARQL grammar rules that prevent the query from being parsed correctly.

Examples of syntactic errors include:
- missing or mismatched braces
- missing parentheses
- malformed SELECT clause
- incorrect WHERE placement
- malformed PREFIX declaration
- incorrect clause ordering
- undeclared variable
- general SPARQL grammar violations

Rules:
- Introduce EXACTLY ONE syntactic error
- Do NOT introduce semantic errors
- Do NOT introduce structural errors
- Keep the query as close as possible to the original
- Return ONLY valid JSON
- Do NOT include explanations or comments

Input:
{
  ""id"": ""q81"",
  ""question"": ""To which countries does the Himalayan mountain system extend?"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri }}""
}

Output format:
{
  ""id"": ""q81"",
  ""question"": ""To which countries does the Himalayan mountain system extend?"",
  ""sparql_wrong"": ""<generated incorrect SPARQL query>"",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri }}"",
  ""error_types"": [""syntax""]
}
",SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri ,['syntax'],"{
  ""id"": ""q81"",
  ""question"": ""To which countries does the Himalayan mountain system extend?"",
  ""sparql_wrong"": ""SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri "",
  ""sparql_gold"": ""SELECT DISTINCT ?uri WHERE {{ <http://dbpedia.org/resource/Himalayas> <http://dbpedia.org/ontology/country> ?uri }}"",
  ""error_types"": [""syntax""]
}",yes,none
